EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MÊS,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_NOME,AEROPORTO_DE_ORIGEM_UF,AEROPORTO_DE_ORIGEM_REGIÃO,AEROPORTO_DE_ORIGEM_PAÍS,AEROPORTO_DE_ORIGEM_CONTINENTE,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_NOME,AEROPORTO_DE_DESTINO_UF,AEROPORTO_DE_DESTINO_REGIÃO,AEROPORTO_DE_DESTINO_PAÍS,AEROPORTO_DE_DESTINO_CONTINENTE,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,PASSAGEIROS_GRÁTIS,CARGA_PAGA_KG,CARGA_GRÁTIS_KG,CORREIO_KG,ASK,RPK,ATK,RTK,COMBUSTÍVEL_LITROS,DISTÂNCIA_VOADA_KM,DECOLAGENS,CARGA_PAGA_KM,CARGA_GRATIS_KM,CORREIO_KM,ASSENTOS,PAYLOAD,HORAS_VOADAS,BAGAGEM_KG
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,0,4308,1,0,0,0,0,0,"5,567",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,7493,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,6141,0,0,0,0,594504,26454,0,8616,2,26455400,0,0,0,138000,"11,367",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,123303,0,0,1787,1,0,0,0,0,69000,"2,7",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,58436,0,0,0,0,986424,104422,0,14296,8,104425000,0,0,0,552000,"20,85",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,549516,0,0,7964,4,0,0,0,0,276000,"11,767",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,16974,512,0,0,0,512172,0,0,0,0,0,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,50922,13299,0,738,3,13301000,0,0,0,207000,"3,2",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,37122,514,0,0,0,514328,0,0,0,0,0,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,37122,21698,0,538,1,21698600,0,0,0,69000,"1,333",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,3038,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,212796,91989,0,0,0,91989600,0,0,0,0,0,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,212796,51260,0,3084,4,51261500,0,0,0,276000,"5,983",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,0,4254,1,0,0,0,0,0,"5,333",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,119312,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,591147,0,0,0,0,4402890,2559530,0,63810,15,2559540000,0,0,0,1035000,"80,85",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1275950,551577,0,18492,4,551579000,0,0,0,276000,"23,467",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,173673,36818,0,2517,3,36819500,0,0,0,207000,"3,917",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,298632,69033,0,4328,4,69034800,0,0,0,276000,"6,483",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SGES,CIUDAD DEL ESTE,,,PARAGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,228528,37885,0,3312,4,37886800,0,0,0,276000,"5,983",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,8670,0,0,0,0,325611,111215,0,4719,3,111216000,0,0,0,207000,"6,717",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,KMZJ,"PINAL COUNTY, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,KTUS,"TUCSON, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,1629,57,1,0,0,0,0,0,"0,6",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,KTUS,"TUCSON, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,MKJP,KINGSTON/NORMAN MANLEY INTL,,,JAMAICA,AMÉRICA CENTRAL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,13104,3763,1,0,0,0,0,0,"5,25",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,KTUS,"TUCSON, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SYCJ,GEORGETOWN,,,GUIANA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,MKJP,KINGSTON/NORMAN MANLEY INTL,,,JAMAICA,AMÉRICA CENTRAL,SYCJ,GEORGETOWN,,,GUIANA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,9409,2379,1,0,0,0,0,0,"3,66667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,88466,39228,39954,4674,19,0,0,39239700,0,359633,"16,3333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,108194,0,0,135893,89582,54435,7180,20,0,0,89592000,0,378556,"22,3833",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,93121,34766,44850,4920,20,0,0,34776000,0,378556,"16,9",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,141366,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,54177,0,0,165951,56573,61133,8778,21,0,0,56583000,0,397054,"23,5167",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,53737,0,0,129100,76545,54680,6821,19,0,0,76556000,0,359633,"20,4333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,159511,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,150874,0,0,133794,78196,53120,7077,21,0,0,78205200,0,397054,"19,65",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBPA,PORTO ALEGRE,RS,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,209215,0,0,328154,181171,103484,17320,20,0,0,181180000,0,378934,"36,05",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,81189,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBPA,PORTO ALEGRE,RS,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,232280,0,0,344524,201145,103733,18186,21,0,0,201154000,0,397838,"36,7",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,137083,0,0,303668,100060,96885,16060,22,0,0,100071000,0,416009,"36,3333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,1,SYCJ,GEORGETOWN,,,GUIANA,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,12779,3299,1,0,0,0,0,0,"5,05",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FALA,LANSERIA,,,ÁFRICA DO SUL,ÁFRICA,FNLU,LUANDA,,,ANGOLA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3758,2452,1,0,0,0,0,0,"5,33333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FALA,LANSERIA,,,ÁFRICA DO SUL,ÁFRICA,FOOL,LIBREVILLE,,,GABÃO,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FNLU,LUANDA,,,ANGOLA,ÁFRICA,FALA,LANSERIA,,,ÁFRICA DO SUL,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,4009,2452,1,0,0,0,0,0,"5,53333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FNLU,LUANDA,,,ANGOLA,ÁFRICA,FOOL,LIBREVILLE,,,GABÃO,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,1804,1119,1,0,0,0,0,0,"2,76667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FOOL,LIBREVILLE,,,GABÃO,ÁFRICA,FNLU,LUANDA,,,ANGOLA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2105,1119,1,0,0,0,0,0,"2,95",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FOOL,LIBREVILLE,,,GABÃO,ÁFRICA,GLRB,MONROVIA,,,LIBÉRIA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3784,2286,1,0,0,0,0,0,"5,03333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,FOOL,LIBREVILLE,,,GABÃO,ÁFRICA,GQNO,"NOUAKCHOTT, MAURITÂNIA",,,MAURITÂNIA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GLRB,MONROVIA,,,LIBÉRIA,ÁFRICA,FNLU,LUANDA,,,ANGOLA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GLRB,MONROVIA,,,LIBÉRIA,ÁFRICA,FOOL,LIBREVILLE,,,GABÃO,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3497,2286,1,0,0,0,0,0,"4,91667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GLRB,MONROVIA,,,LIBÉRIA,ÁFRICA,GQNO,"NOUAKCHOTT, MAURITÂNIA",,,MAURITÂNIA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2694,1474,1,0,0,0,0,0,"3,88333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GMMN,CASABLANCA,,,MARROCOS,ÁFRICA,DTTA,TUNIS,,,TUNÍSIA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2919,1664,1,0,0,0,0,0,"3,65",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GQNO,"NOUAKCHOTT, MAURITÂNIA",,,MAURITÂNIA,ÁFRICA,DTTA,TUNIS,,,TUNÍSIA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GQNO,"NOUAKCHOTT, MAURITÂNIA",,,MAURITÂNIA,ÁFRICA,GMMN,CASABLANCA,,,MARROCOS,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3383,1871,1,0,0,0,0,0,"4,25",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,GVNP,CABO VERDE,,,CABO VERDE,ÁFRICA,GLRB,MONROVIA,,,LIBÉRIA,ÁFRICA,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2756,1729,1,0,0,0,0,0,"3,86667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,KTUS,"TUCSON, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,MKJP,KINGSTON/NORMAN MANLEY INTL,,,JAMAICA,AMÉRICA CENTRAL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,13656,3763,1,0,0,0,0,0,"5,2",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,KTUS,"TUCSON, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SYCJ,GEORGETOWN,,,GUIANA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,MKJP,KINGSTON/NORMAN MANLEY INTL,,,JAMAICA,AMÉRICA CENTRAL,SYCJ,GEORGETOWN,,,GUIANA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,9897,2379,1,0,0,0,0,0,"3,7",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,31147,0,0,75183,23064,24179,3968,8,0,0,23068000,0,151589,"10,1833",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBRF,RECIFE,PE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,6139,1608,1,0,0,0,0,0,"2,63333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2881,392,1,0,0,0,0,0,"1,3",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,1128,0,1,0,0,0,0,18904,"0,55",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,4650,0,2005,246,1,0,0,0,0,18904,"0,933333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,89291,43677,39718,4674,19,0,0,43688600,0,363008,"16,35",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,115941,0,0,130196,87607,55310,6821,19,0,0,87615000,0,362689,"22,05",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,1077,0,1,0,0,0,48,4100,"1,33333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,15599,0,0,0,0,53819,44410,13906,2847,1,44410400,0,0,0,18904,"4,1",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,4610,2753,1,0,0,0,0,0,6,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,54311,0,11275,2873,1,0,0,0,0,18904,"4,21667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,89212,31506,43722,4674,19,0,0,31515600,0,362689,"17,5167",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,14348,0,3758,759,1,0,0,0,0,18904,"1,53333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,128112,,,,,,,,,,,,,,0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,16945,0,0,0,0,12722,11403,4510,673,1,11404000,0,0,0,18904,"1,46667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,13198,0,0,0,0,53819,37574,14533,2847,1,37574700,0,0,0,18904,"4,33333",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,7901,0,2756,418,1,0,0,0,0,18904,"1,11667",0
TTL,TOTAL LINHAS AÉREAS S.A.,BRASILEIRA,2025,2,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,41558,0,0,133831,41453,47632,7106,17,0,0,41460600,0,320196,"18,7",0
