EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MÊS,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_NOME,AEROPORTO_DE_ORIGEM_UF,AEROPORTO_DE_ORIGEM_REGIÃO,AEROPORTO_DE_ORIGEM_PAÍS,AEROPORTO_DE_ORIGEM_CONTINENTE,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_NOME,AEROPORTO_DE_DESTINO_UF,AEROPORTO_DE_DESTINO_REGIÃO,AEROPORTO_DE_DESTINO_PAÍS,AEROPORTO_DE_DESTINO_CONTINENTE,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,PASSAGEIROS_GRÁTIS,CARGA_PAGA_KG,CARGA_GRÁTIS_KG,CORREIO_KG,ASK,RPK,ATK,RTK,COMBUSTÍVEL_LITROS,DISTÂNCIA_VOADA_KM,DECOLAGENS,CARGA_PAGA_KM,CARGA_GRATIS_KM,CORREIO_KM,ASSENTOS,PAYLOAD,HORAS_VOADAS,BAGAGEM_KG
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,2,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,4850,0,0,0,0,325611,119485,0,4719,3,119487000,0,0,0,207000,"7,401",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,25339,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,83374,0,0,0,0,456297,337011,0,6613,1,337012000,0,0,0,69000,"8,083",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,129354,0,0,0,0,802539,608161,0,11631,3,608162000,0,0,0,207000,"15,016",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,427202,0,0,0,0,2140100,1656260,0,31016,8,1656260000,0,0,0,552000,"40,8",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,179293,0,0,0,0,2361870,1871220,0,34230,5,1871220000,0,0,0,345000,"42,084",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,16367,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,387925,0,0,0,0,1344670,990262,0,19488,3,990263000,0,0,0,207000,"24,234",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,63199,0,0,0,0,462162,371250,0,6698,1,371250000,0,0,0,69000,"8,783",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1705400,450917,0,24716,4,450919000,0,0,0,276000,"31,651",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SGES,CIUDAD DEL ESTE,,,PARAGUAI,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1744320,335312,0,25280,4,335314000,0,0,0,276000,"31,966",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1989960,503206,0,28840,4,503208000,0,0,0,276000,"35,967",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,31325,0,0,0,0,94392,42852,0,1368,1,42852600,0,0,0,69000,"2,217",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,0,4689,1,0,0,0,0,0,"7,083",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,0,1368,1,0,0,0,0,0,"2,25",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,120405,10470,0,349,1,10473100,0,0,0,69000,"1,183",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,120405,33038,0,1745,5,33040900,0,0,0,345000,"5,117",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,13642,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,297252,139837,0,4308,1,139838000,0,0,0,69000,"5,583",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,0,9048,2,0,0,0,0,0,"11,166",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,190302,75872,0,2758,1,75872600,0,0,0,69000,"3,883",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,123303,0,0,1787,1,0,0,0,0,69000,"2,717",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,38632,0,0,0,0,739818,69032,0,10722,6,69035400,0,0,0,414000,"16,3",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,137379,0,0,1991,1,0,0,0,0,69000,"2,883",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,274758,0,0,3982,2,0,0,0,0,138000,"5,8",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,67896,23131,0,984,4,23133300,0,0,0,276000,"4,083",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,327198,0,0,4742,1,0,0,0,0,69000,"6,5",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,24081,11328,0,0,0,11328500,0,0,0,0,0,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,24081,5930,0,349,1,5930560,0,0,0,69000,"1,117",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,212796,118725,0,0,0,118727000,0,0,0,0,0,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,212796,44763,0,3084,4,44764300,0,0,0,276000,"6,618",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,0,4254,1,0,0,0,0,0,"5,35",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,249964,0,0,0,0,587052,273263,0,8508,2,273264000,0,0,0,138000,"10,783",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,623271,0,0,0,0,3522310,2709420,0,51048,12,2709430000,0,0,0,828000,"65,101",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,53199,558,0,0,0,558204,0,0,0,0,0,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,53199,28050,0,771,1,28050500,0,0,0,69000,"1,533",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,724,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1275950,711899,0,18492,4,711900000,0,0,0,276000,"23,4",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,57891,11910,0,839,1,11910400,0,0,0,69000,"1,333",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,57891,13469,0,839,1,13469300,0,0,0,69000,"1,333",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,149316,46229,0,2164,2,46229500,0,0,0,138000,"3,667",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SGES,CIUDAD DEL ESTE,,,PARAGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,228528,43928,0,3312,4,43930400,0,0,0,276000,"5,882",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,28926,0,0,0,0,293526,182207,0,4254,1,182207000,0,0,0,69000,"5,783",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,13906,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,15801,0,0,229,1,0,0,0,0,69000,1,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,3,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,8109,0,0,0,0,325611,122538,0,4719,3,122540000,0,0,0,207000,"7,15",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,25216,0,0,0,0,456297,346058,0,6613,1,346058000,0,0,0,69000,"8,05",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,67962,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,54407,0,0,0,0,267513,210935,0,3877,1,210936000,0,0,0,69000,"4,85",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,578543,0,0,0,0,3210160,2243010,0,46524,12,2243010000,0,0,0,828000,"61,465",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,119489,0,0,0,0,1889500,1464290,0,27384,4,1464290000,0,0,0,276000,"33,467",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,27114,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,366495,0,0,0,0,1792900,1241160,0,25984,4,1241160000,0,0,0,276000,"31,816",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,66487,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SGAS,ASUNCIÓN,,,PARAGUAI,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,2984460,665400,0,43253,7,665404000,0,0,0,483000,"55,468",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SGES,CIUDAD DEL ESTE,,,PARAGUAI,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1744320,289184,0,25280,4,289184000,0,0,0,276000,"32,283",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SKRG,MEDELLÍN/RIONEGRO,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,SUMU,"MONTEVIDEO, MONTEVIDEO",,,URUGUAI,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,1492470,447257,0,21630,3,447258000,0,0,0,207000,"27,15",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,0,0,120405,12801,0,349,1,12804500,0,0,0,69000,"1,05",0
TPA,TAMPA CARGO S.A.,ESTRANGEIRA,2025,4,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,0,0,72243,10465,0,1047,3,10467200,0,0,0,207000,"3,2",0
